                                                  review  stars
7450   "i graduated college 3 years ago... i'm not a ...    3.0
7451   "As you probably know by now if you follow my ...    5.0
7452   "Classic brunch spot with a touch of class. Ha...    4.0
7453   "Absolutely my favorite Indian food I have eve...    5.0
7454   "Came here for dinner on a Saturday night arou...    3.0
7455   "I thought I had found breakfasting bliss with...    5.0
7456   "I live right next to Birkdale and used to go ...    1.0
7457   "Food is ok not more then that I can even say ...    1.0
7458   "After having a decent breakfast at another lo...    1.0
7459   "Been here a few times already, and it's consi...    5.0
7460   "I come to this place 2-3 times a week. I alwa...    5.0
7461   "Had the Cajun grilled catfish with Greek sala...    4.0
7462   "Meh. The gyro stew is great. But everything i...    4.0
7463   "This place reminds me of my mom's cooking.  U...    3.0
7464   "Really great place. Love the options and that...    5.0
7465   "Small place with 6 tables inside and a good s...    4.0
7466   "Ordered delivery from them today on Just-Eat....    1.0
7467   "Da Michele ist der schönste Treffpunkt auf de...    5.0
7468   "Pretty good food :) lots of coffee options an...    4.0
7469   "My friend and I went to Suite 701 tonight for...    2.0
7470   "Pretty good. Had the Chicken Francese. Was ju...    4.0
7471   "I'm not clear on why all of the negative revi...    5.0
7472   "Best buffet I've ever had! Really pricey but ...    5.0
7473   "Usually out go to place when I'm lazy to cook...    1.0
7474   "In Edinburgh for work and found out that the ...    3.0
7475   "Just picked up a pulled pork sandwich plate h...    4.0
7476   "Yet another buffet. Yet another mediocre meal...    3.0
7477   "This has got to be one of the best valued mea...    4.0
7478   "Fresh, housemade, talented, totally yummy. Co...    5.0
7479   "This place is always busy but one can get sea...    3.0
7480   "Such an amazing place for a wedding. Ambiance...    4.0
7481   "I'm not one to write awful reviews. I work in...    1.0
7482   "OK, so maybe I had to wait by the door for to...    5.0
7483   "Decent pizza but bad service. Waited almost 4...    1.0
7484   "Having dropped in coincidentially at  the Oml...    5.0
7485   "I love this place. Especially during conventi...    5.0
7486   "The best sheets I've been too. Always so quic...    5.0
7487   "Grossly over prices. They do have a good drin...    2.0
7488   "Earl's is a great hangout at the base of a ta...    4.0
7489   "In short, I'll come back. Like $12 for all-yo...    3.0
7490   "I ordered from here using uber eats because i...    4.0
7491   "Third time here. Each time I bring new family...    5.0
7492   "Expensive. They told us that if one person of...    2.0
7493   "Came here for a late lunch after 1:30 pm this...    4.0
7494   "First time here and I'm incredibly satisfied....    5.0
7495   "They have great food and an even better atmos...    5.0
7497   "AMAZING food. This place is always busy and r...    5.0
7498   "To begin, the host and our waiter were absolu...    5.0
7499   "Selection was over the top!!!! But that's all...    3.0
7500   "Brought a groupon for brunch with unlimited m...    5.0
7501   "Food was good.  We had wings, pizza, and brea...    3.0
7502   "I've been in here quite a few times and I rea...    4.0
7503   "This place isn't too great. Their seats are v...    3.0
7504   "Ok so it took me forever to find this place. ...    4.0
7505   "I cannot emphasize this enough, but the servi...    1.0
7506   "Was very dissatisfied with initial visit and ...    1.0
7507   "Their food is pretty good. They are like a sl...    4.0
7508   "First timer here, and didn't know that the be...    3.0
7509   "This place was great! True indian food!. Food...    5.0
7510   "The assortment and beauty of the sweet delect...    3.0
7511   "Just finished a Friday Fish Fry at Babe's.  I...    4.0
7512   "So, I'm giving it 2 stars because it was clea...    2.0
7513   "The food is decent and it's open very late, 2...    4.0
7514   "As a self employed, single, childless dude I ...    3.0
7515   "My friends and I love coming here for tacos d...    5.0
7516   "First introduced to Balaton when it was on Bu...    4.0
7517   "Eggs Benedict Lovers Rejoice!!. . I come to I...    5.0
7518   "This pains me to write this review and I am g...    2.0
7519   "We were starving, and this was the only place...    5.0
7520   "Three years ago I received the worst service ...    1.0
7521   "Those eggs are to die for with delicious, cru...    5.0
7522   "The best Vietnamese restaurant in Southshore....    4.0
7523   "This Wendy's is great! The building is old bu...    5.0
7524   "Had dinner here w/ a few of my buddies.. . Or...    4.0
7525   "Came here on 1st Friday with some friends; we...    2.0
7526   "Went to Stripburger on a whim and was not dis...    4.0
7527   "Marrakech is a restaurant off the Las Vegas s...    5.0
7528   "Oh man this place is awesome! The floor plan ...    5.0
7529   "Of the greasy, gross, sodium packed asian lun...    4.0
7530   "Absolutely love this spot! Best gyros & hummu...    5.0
7531   "There are better places to eat in Vegas then ...    3.0
7532   "I had the coltel de camaron and on the side I...    2.0
7533   "This review is based on my boyfriends opinion...    5.0
7534   "GET OUT OF THE HOTEL. . There is one thing I ...    5.0
7535   "We had the 9 course tasking menu and it was a...    5.0
7536   "This place is a steal, and the real deal. My ...    5.0
7537   "Horrible experience every time I come in. Alw...    1.0
7538   "As others have said, steer clear of this plac...    1.0
7539   "This place has incredible food, some of the b...    5.0
7540   "This is a cute little place for quite dates o...    3.0
7541   "Get the jack Mac, very good. Went for lunch. ...    4.0
7542   "I was met as I entered the restaurant by a ve...    5.0
7543   "Horrible service. People ahead of me waited 2...    1.0
7544   "Great place... Truly tasty and healthy food. ...    5.0
7545   "Great food and good times with Princess and J...    5.0
7546   "Amazing pizza!  Had the prosciutto arugula an...    5.0
7547   ""Hi there. Do you have high chairs?". "No. We...    1.0
7548   "This has become one of my favorite dinner spo...    2.0
7549   "Came in at 330 on a Tuesday.  I assume this w...    1.0
7550   "Delish.  Great service.  Wonderful view.  Rel...    5.0
7551   "Had the brisket, pulled pork and the jalapeno...    4.0
7552   "I believe they hired a new team of people as ...    3.0
7553   "This is an experience, not fast food.  I have...    5.0
7554   "who the hell told everyone else about the top...    4.0
7555   "Just tried here the other night because it sm...    5.0
7556   "Absolutely crap food and the Manager was not ...    1.0
7557   "Went here while on vacation in Phoneix based ...    5.0
7558   "A good spot to grab some drinks and chill! Th...    3.0
7559   "VERY VERY DELICIOUS BUFFET! Bacchanal has tur...    4.0
7560   "A common greasy spoon diner in Outremont? Oh!...    4.0
7561   "My favorite coffee and meet up spot by far!!!...    5.0
7562   "I was really happy when this restaurant opene...    2.0
7563   "I had so much fun tonight.. . You pay $5 a pe...    4.0
7564   "The Mission is modern contemporary Mexican re...    4.0
7565   "Super yum Punjabi food. Their buffet is amazi...    5.0
7566   "Went last month for my daughter's 16th birthd...    5.0
7567   "We drove 45 minutes to get here. Having to dr...    5.0
7568   "My sister dragged me here with the kids but t...    5.0
7569   "Das Burreatos ist eine nette neue Imbissalter...    5.0
7570   "Good little sushi spot! I'd recommend it to a...    5.0
7571   "Curry was good. Lachha Paratha was not even c...    1.0
7572   "This place is a must see if you are traveling...    5.0
7573   "What a blast!  We were looking for sushi, and...    5.0
7574   "My dear love and I have had a few meals here ...    5.0
7575   "I heard a lot of good things about this place...    3.0
7576   "Two stars, your asking?  How can that be?  He...    2.0
7577   "Gyro plate - awful. Was highly recommended by...    5.0
7578   "Saturday is Happy Hour day at Sam's Café. . H...    3.0
7579   "I have never been here so I didn't know which...    4.0
7580   "Some of the best breakfast food I have ever e...    5.0
7581   "Very good breakfast burritos. The dinning are...    5.0
7582   "Stop by here the other day to get a gyro and ...    5.0
7583   "Best Pho in Las Vegas hands down.  It's all a...    5.0
7584   "You have to love a restaurant that gets it ri...    5.0
7585   "So I'm writing this review and rating this pl...    3.0
7586   "Ideally located and tasty food in an enjoyabl...    5.0
7587   "This is such a great way to see a movie. We g...    5.0
7588   "There is no reason not to go to Julio G's.  I...    3.0
7589   "I've been to one of the best buffet's ever, t...    5.0
7590   "3.5 stars. . Well, let's just say we had too ...    3.0
7591   "Dinner reservation for 9 for a bachelorette p...    4.0
7592   "Ok so its Superbowl Sunday and we waited 20 m...    1.0
7593   "I think I really like this place. Ayesha and ...    2.0
7594   "From the second we walked in we knew it was t...    5.0
7595   "Came here for Mother's Day breakfast! It was ...    5.0
7596   "My wife and I have been here a few times and ...    5.0
7597   "Been here lots great owners great food. Worth...    5.0
7598   "We Mexican people tend to be kitch because we...    4.0
7599   "I went to Pita Pit for the first time using a...    4.0
7600   "This Ray's Pizza isn't so much of a "restaura...    5.0
7601   "Hands down the best service I have received i...    5.0
7602   "I love Rachel's Kitchen. I am always pleased ...    5.0
7603   "I placed an order on GrubHub for some Pineapp...    4.0
7604   "Interesting. Not outstanding. Their soft taco...    5.0
7605   "Came here after the Super Bowl Sunday! My wif...    5.0
7606   "I am so sad !!!. we have being loyal customer...    1.0
7607   "Came by for the fish fry. They did not disapp...    4.0
7608   "Came here with a party of 6. Had the grilled ...    4.0
7609   "Went to BWW this weekend since we had a gift ...    2.0
7610   "Chako is alright.. . It is where you go when ...    3.0
7611   "The big Jim and the Carol are both fantastic....    4.0
7612   "So so spectacular. Came in for happy hour alo...    5.0
7613   "Yep, my husband brought home beef ribs today....    4.0
7614   "Really fun place with happy vibe. The free ch...    5.0
7615   "I would give this place 5 stars except for th...    3.0
7616   "Staying at a strip hotel, we asked a local wh...    1.0
7617   "Been here many times and it's always a good e...    5.0
7618   "First visit here was so so. The food was okay...    3.0
7619   "We eat here frequently and it is always great...    5.0
7620   "Loved my first time here ! Got here by 6pm wh...    4.0
7621   "I grew up going to Goldie's and it truly is t...    4.0
7622   "Without a doubt a waste of money. We usually ...    1.0
7623   "OK, from the Yelp Reviews, I would've tried t...    3.0
7624   "This is a great out-of-the way Mexican place ...    5.0
7625   "I dont know why I keep looking around for bur...    3.0
7626   "BEST WEDDING SOUP EVER! CAN EVEN TAKE SOME TO...    5.0
7627   "Went there yesterday for lunch. The food is a...    3.0
7628   "So, I have mixed feelings about my experience...    4.0
7629   "Lobster roll was great!. Service was excellen...    4.0
7630   "There are only a few guarantees in life, one ...    5.0
7631   "Fantastic coffee and crepes, beautiful staff,...    5.0
7632   "They have $2 tacos on Tuesdays!  The pork one...    4.0
7633   "This place is pretty great!  My favorite is t...    5.0
7634   "They seem a bit disorganized here tonight. I ...    1.0
7635   "We ordered Rialto's for pickup last Friday, n...    3.0
7636   "I can never come here and not get their oxtai...    5.0
7637   "My husband and I had to be in Pittsburgh last...    5.0
7638   "Dear reader, . I submit to you this humble co...    3.0
7639   "What a nice addition to the neighborhood, loc...    5.0
7640   "Very comfortable n nice place to eat with gre...    5.0
7641   "This place was great. Really good latte and d...    5.0
7642   "I have been here twice and twice I was saliva...    3.0
7643   "a stripped down menu of french classics with ...    5.0
7644   "Protein pancake (not sure how much protein) i...    5.0
7645   "Bacchanal buffet is OKAY! I dont know what th...    3.0
7646   "Yum...this place is delicious!  I stopped in ...    4.0
7647   "I came in at 12:12 on 3-10-16. I was greeted ...    5.0
7648   "Perhaps it was the built up hype, but I found...    3.0
7649   "This place sucks, looks fancy, but food quali...    2.0
7650   "Not many ramen places in PHX to compare it to...    3.0
7651   "We got sat down and our server was nowhere to...    1.0
7652   "They have the best pastries in a bright enjoy...    5.0
7653   "So as far as I know, there are only two dedic...    3.0
7654   "One of my favorite sushi places in town. The ...    5.0
7655   "Solid food at Amarone.  I was heartbroken whe...    4.0
7656   "What a surprise! Amazing affordable authentic...    5.0
7657   "This place is awesome I have been three times...    5.0
7658   "A sweet little place by High Park. Did not sp...    4.0
7659   "Best food in Madison! Loved it! Order the chi...    5.0
7660   "Sorry to anyone who likes this place, but The...    2.0
7661   "Overall experience three of five stars.  Food...    2.0
7662   "One of my favourite spots in Toronto! I crave...    5.0
7663   "I felt bad.  I was walking by, looking for a ...    3.0
7664   "Great atmosphere, delicious food, unbelievabl...    5.0
7665   "We had lunch here one Saturday several years ...    5.0
7666   "My wife and I were looking for some place qui...    5.0
7667   "Heard about this place Lola's from a golf bud...    1.0
7668   "If you are looking for good Korean food at an...    5.0
7669         "The Del Rey Torta is at good as it looks."    4.0
7670   "This was my first time at an Aroma establishm...    5.0
7671   "Perfect restaurant to have an intimate gather...    5.0
7672   "Great place. The atmosphere is fantastic.. Th...    5.0
7673   "I make it a point to stop in to Jason's often...    5.0
7674   "Cute spot with cozy, private booths. Menu inc...    4.0
7675   "For Vegas, this is my new favorite ramen join...    4.0
7676   "Simply, the best Chinese restaurant in Las Ve...    5.0
7677   "How does a place go from 5 stars to 2? . . As...    1.0
7678   "Price is great, but selection is really poor....    3.0
7679   "I always wanted to check this place out, but ...    4.0
7680   "Went for first time since re opening. First t...    2.0
7681   "Heard about Magic Wok opening on Atwood so my...    4.0
7682   "Good fresh ingredients and friendly staff. Ev...    5.0
7683   "So, the last time I checked, the customer was...    1.0
7684   "Location: Yelp took us to Suite A, but Suite ...    5.0
7685   "I freaking love Zupas! I will admit... Every ...    5.0
7686   "Brunch!. Scorpion Bowl!. MIMOSAS.. . Service ...    5.0
7687   "I absolutely LOVE this place! I feel like I a...    5.0
7688   "Everything was great.  The Tom Kha soup was t...    4.0
7689   "The food was made really good and it got deli...    4.0
7690   "So close to the five stars...  But just sligh...    4.0
7691   "Cheesy Tots are back. . . Which means I will ...    4.0
7692   "We have been coming here for months now and h...    5.0
7693   "Went for food on Saturday Night for dinner an...    1.0
7694   "This is a typical Taco Bell that has the new ...    5.0
7695   "Absolutely an awesome experience! We had a gr...    5.0
7696   "It's funny because I have to agree with anoth...    1.0
7697   "Hipster central. While the food is good, I do...    3.0
7698   "Farren's is one of my favorite restaurants in...    5.0
7699   "Came back, good food, but slightly uncoordina...    3.0
7700   "12.99 for lunch AYCE. extra $1 for soft drink...    2.0
7701   "I feel that one of the most important factors...    4.0
7702   "This place was a total surprise! From the out...    5.0
7703   "It was our first time here and I give the pla...    3.0
7704   "Walking in this well lit, beautiful, b&b them...    5.0
7705   "I wanted some pancakes and heard this is the ...    3.0
7706   "We live nearby The Liberty and do our best to...    5.0
7707   "My coworker told me to stop by here when she ...    4.0
7708   "I moved from Madison a couple of years ago bu...    5.0
7709   "Eat never disappoints. The best pancakes ever...    5.0
7710   "Everything we have tried here has been specta...    5.0
7711   "I'm surprised this bar isn't on Bar Rescue! T...    1.0
7712   "Orders the triple dragon an it was all good. ...    5.0
7713   "Pour une amatrice de bières, le choix est min...    4.0
7714   "Have eaten here twice now.  The blue cheese b...    5.0
7715   "Came here for Saturday morning breakfast with...    4.0
7716   "The reservation system is great. They text yo...    5.0
7717   "Came here with my boyfriend.  As we were walk...    1.0
7718   "Ok short and sweet, I found the sushi restaur...    5.0
7719   "I enjoy taking the family here for special oc...    5.0
7720   "Not my favorite J Mikes here. I've been a few...    2.0
7721   "Hmm... Not impressed with the place.. Very sl...    2.0
7722   "Were it not for the people I was in the compa...    3.0
7723   "There isn't much that I can add to the excell...    1.0
7724   "This place is quite good. Lunch specials that...    4.0
7725   "I ordered squid on rice (a bap dish). The squ...    3.0
7726   "There's a reason for the long drive through l...    5.0
7727   "This place is terrible. TVs everywhere but th...    1.0
7728   "I just docked a star from my review of BRGR. ...    4.0
7729   "I get the same thing every time.  Yellow Curr...    4.0
7730   "My bf and I ate here yesterday. When we got t...    3.0
7731   "I am so happy I found a Boba place in Las Veg...    5.0
7732   "this place is really good!!!!! awesome to hav...    5.0
7733   "Reasonably priced casino restaurant. Food was...    3.0
7734   "Local loaf has great pastries and some of the...    5.0
7735   "I tried this place for the first time. It was...    3.0
7736   "When I'm in Vegas and want Sushi, I come here...    5.0
7737   "Kathy was our server the first time ever and ...    5.0
7738   "Libretto's is a good choice for an uptown sli...    3.0
7739   "Yum! I love the garlic bread and the pasta di...    5.0
7740   "very nice restaurant.. we were a group of 10....    4.0
7741   "My husband and I decided to go out to BWW- bu...    3.0
7742   "Can't get any better than this. We are moving...    5.0
7743   "This place rocks!!!. . I ordered an arrabiata...    4.0
7744   "Quality of the food...4 stars. Tastes great w...    1.0
7745   "We have twisted pies pizza before.. which is ...    5.0
7746   "This is BY FAR the best fusion restaurant in ...    5.0
7747   "The owners were extremely nice. The food was ...    5.0
7748   "Had an exceptional dinner last night - really...    5.0
7749   "Great Vegas restaurant! My husband and I real...    4.0
7750   "I was very afraid I would not like Industry P...    4.0
7751   "Since I am from San Francisco, one of the cul...    5.0
7752   "It's open late, which is great, but it's neit...    4.0
7753   "I went for lunch today got a table wated 5min...    1.0
7754   "Went here on a Friday night, wasn't too packe...    3.0
7755   "Delicious desserts! I tried the cherry cobble...    5.0
7756   "This is definitely not food you should be eat...    5.0
7757   "Best pizza in town.  Try the vegetarian with ...    5.0
7758   "My boyfriend and I came in around 8:00pm on a...    5.0
7759   "First impressions are always important, and I...    4.0
7760   "The pancakes were amazing best that we have h...    2.0
7761   "I'm so glad we have Medium Rare in the West E...    5.0
7762   "I really wasn't that impressed. Like one revi...    3.0
7763   "I'm almost afraid to post this review because...    5.0
7764   "Oh my goodness.  There is a difference betwee...    5.0
7765   "Tuesday night. The specials were only at the ...    4.0
7766   "I love burgers, but everytime I eat here, I f...    3.0
7767   "So the food here is actually pretty good we h...    1.0
7768   "The people who work there are great and they ...    5.0
7769   "I had heard about Tangerine from a friend of ...    2.0
7770   "Audi made us delicious baklava to go with our...    5.0
7771   "Went with my wife on a whim, no reservation. ...    3.0
7772   "If you're at the Fashion Show Mall (most like...    3.0
7773   "The BOMB!!!! Food is awesome, our server Leo ...    5.0
7774   "Number 11 And a side of chili oil please! Tha...    1.0
7775   "Black mountain grill is a combo bar and resta...    3.0
7776   "Land of BIG food!   Come hungry.   Tucked awa...    5.0
7777   "Tried to Visit this establishment. Was a 5 to...    1.0
7778   "This was the first destination on my list of ...    4.0
7779   "Run of the mill place.  More authentic than C...    3.0
7780   "Good tacos but quality can be hit or miss dep...    4.0
7781   "Great bourbon selection, but horrible bartend...    1.0
7782   "This was my second visit to a CB & CB and my ...    4.0
7783   "I almost feel bad leaving this review, but I ...    1.0
7784   "I could have reviewed this place 4 years ago,...    4.0
7785   "On mondays Maestro SVP has an "all you can ea...    4.0
7786   "Great place to grab some chicago bites. Havin...    4.0
7787   "I only wend into the store, but there were he...    4.0
7788   "Excellent dinner spot tucked away in downtown...    5.0
7789   "Wow,  que terible . Real awful food, by real ...    2.0
7790   "Security guy on Steroids!  Absolutely worst t...    1.0
7791   "I live real close and go there like twice a m...    5.0
7792   "Absolutely loving this new place! Three visit...    5.0
7793   "Wow. This is the best burger I've EVER had. ....    5.0
7794   "I am from Philadelphia originally so I can ma...    4.0
7795   "I drove by this place last night and the ligh...    2.0
7796   "Went to this restaurant tonight with a friend...    5.0
7797   "There was no one in line at 6 pm. Not a good ...    2.0
7798   "A vegetarian in a steak house!  Yes, it can h...    4.0
7799        "Pour les environ, meilleur pizza en ville!"    5.0
7800   "If you need to have Vietnamese food while you...    3.0
7801   "Awesome thaili. Authentic vegetarian food fro...    5.0
7802   "Inevitably, after a long day and some libatio...    3.0
7803   "I was in the Tempe area visiting friends.  We...    4.0
7804   "Pricey for a breakfast spot, but the veritabl...    4.0
7805   "Since I live across the street from Mama Sant...    2.0
7806   "So we were just at this establishment and wer...    1.0
7807   "Heck yeah, Parlor! We sat out on the patio th...    4.0
7808   "The food here is good and I've been going to ...    1.0
7809   "Went here for with some friends for husbands ...    4.0
7810   "We love Bigham! My merry crew of friends come...    5.0
7811   "We moved downtown at Alta and Rancho. Found t...    5.0
7812   "It's cheap and you can eat all you want plus ...    4.0
7813   "Last night after developing a huge craving fo...    1.0
7814   "Great menu choices all at really good value a...    4.0
7815   "Decent drinks. The sliders had a weird textur...    3.0
7816   "I;m not sure where the previous reviewers hav...    2.0
7817   "unapologetically and obscenely decadent. this...    5.0
7818   "I had room service while staying at the Sagua...    2.0
7819   "The crust of the fish is light and fresh. It ...    5.0
7820   "The macaroons are to die for!! My favorite is...    5.0
7821   "Last night I had the pleasure of trying a var...    5.0
7822   "This place is all hype. . . During the lunch ...    3.0
7823   "So glad to have finally made it to Los Colibr...    5.0
7824   "Die Rote Kapelle ist eine sehr nette und freu...    5.0
7825   "This is my favourite Greek restaurant. I alwa...    5.0
7826   "Best coconut veggie soup perfect for a cold n...    5.0
7827   "Dinner was superb. Pork meatball app was grea...    5.0
7828   "Swings and roundabouts I have to say for Guch...    2.0
7829   "I like having a Popeyes close by and having a...    3.0
7830   "We literally live right around the corner fro...    5.0
7831   "Definitely the best ice cream place in C-U ar...    5.0
7832   "The food is ok, but I can get ok Italian food...    2.0
7833   "Given the fact that everyone is raving about ...    3.0
7834   "Extrem gutes Ambiente, sehr freundliche Bedie...    5.0
7835   "I'm sorry to say this, but I was very unimpre...    3.0
7836   "Fast food environment but best tacos I've eve...    5.0
7837   "Great food! The service is so so, but it's a ...    5.0
7838   "I was in the area and needed a quick take-awa...    3.0
7839   "I do NOT recommend this restaurant! Service i...    1.0
7840   "Nothing but old people, who didn't appreciate...    1.0
7841   "Great atmosphere. Came on a Sunday afternoon ...    5.0
7842   "Oh man, gelato, you are veryyy pricey here (~...    3.0
7843   "Finally some REAL pizza!! I have been all ove...    5.0
7844   "Food was pretty good for breakfast.  Came aro...    4.0
7845   "I stopped here after a long day of house hunt...    3.0
7846   "Yeah, the name is "clever" in that dickhead, ...    3.0
7847   "Surprisingly good breakfast. Good service by ...    4.0
7848   "Okay this restaurant is spot on. The best esc...    5.0
7849   "Finally decided to give it a try last night, ...    4.0
7850   "Was looking forward to a fresh angus burger b...    2.0
7851   "I am gonna give it a 3.5, and the fan boys/gi...    3.0
7852   "My first visit? 2Weeks ago. Experience..fanta...    5.0
7853   "Wow! Yeah I said wow. This was some really go...    4.0
7854   "I'm not a huge fan of KFC really.    We get i...    1.0
7855   "Service from the bartender is friendly and co...    5.0
7856   "I ordered this through a delivery service cal...    3.0
7857   "Their dinner is also amazing, and their patio...    5.0
7858   "The food was well worth the wait. We ordered ...    5.0
7859   "As an American who has only traveled once ove...    4.0
7860   "Delicious. ... Haymaker Hollandaise thing was...    5.0
7861   "Delish food @ Nove & great views. It was very...    4.0
7862   "I went there for lunch and I was surprised ho...    4.0
7863   "The bar for Asian food of any kind in Charlot...    3.0
7864   "This place still gets the same amount of star...    1.0
7865   "I would have given them only one star but the...    2.0
7866   "Food is delicious! I have eaten here a few ti...    5.0
7867   "This is how it's done. . A straightforward co...    5.0
7868   "Been here a number of times with my granddaug...    1.0
7869   "A bit conflicted about this caffe because las...    2.0
7870   "Always exciting to try a new place. Service a...    4.0
7871   "It was OK. But the number of Flies where disg...    2.0
7872   "Was in the area and stumbled on this place.. ...    3.0
7873   "My Husband and I were hoping to enjoy a good ...    1.0
7874   "Went here for first time Feb 2016 and had the...    5.0
7875   "Really enjoy having pizza here!  It feels lik...    5.0
7876   "I am usually a fan of this place for late nig...    1.0
7877   "A good breakfast close to home and they stay ...    4.0
7878   "Good place to get something to eat without go...    4.0
7879   "I went here with my family from out of town t...    5.0
7880   "Decent drinks, Starbucks price. Customizable ...    4.0
7881   "Wing specials on Monday through Wednesday nig...    5.0
7882   "We were initially very excited about going to...    1.0
7883   "I've tried many of the new "Gourmet" burger p...    5.0
7884   "Due to the number of positive reviews, my wif...    2.0
7885   "Cozy atmosphere, friendly & attentive service...    4.0
7886   "Hurray Little Tokyo!  . . I haven't been here...    5.0
7887   "Started off terrible. No one helped us for 30...    1.0
7888   "Very displeased. Pizza came later than schedu...    1.0
7889   "I ordered cashew nut chicken and pineapple fr...    4.0
7890   "Remember back in the 70s when pizza tasted am...    5.0
7891   "Wendy is the top 'Drink-Slinger' in the area....    5.0
7892   "Try the lemongrass and ginger-infused vodka! ...    4.0
7893   "Hello Bistro is a new chain and is owned by l...    4.0
7894   "got the nachos with jalapenos. "eeeeeeeeeeeee...    1.0
7895   "We used to go to Macayo's at least 2 times a ...    2.0
7896   "Total hole-in-the-wall kind of place but OMG ...    5.0
7897   "I Love the decor and the original charm kept ...    4.0
7898   "we are repeat Cibo goers especially on Tuesda...    5.0
7899   "Muchas gracias to Geetah and Hank for taking ...    5.0
7900   "Visiting on business.  I went in for the name...    3.0
7901   "I love this place . Always awesome. My favori...    5.0
7902   "What is there to say? Super great food, staff...    5.0
7903   "Came here around 3pm on a Sunday and it was f...    3.0
7904   "We were looking for somewhere in Parma to eat...    2.0
7905   "This place is excellent for authentic Mexican...    5.0
7906   "I had the worst corn beef sandwich ever. The ...    2.0
7907   "Great pizza! Like that they slice specials. T...    5.0
7908   "Chicken pad thai is good as well as the pad s...    3.0
7909   "They changed everything that was good about t...    2.0
7910   "Mmmmm.... Gal's Sushi is my kinda Gal. Fresh,...    4.0
7911   "I definitely like this place. Located in a bi...    4.0
7912   "over priced poor service employees more inter...    1.0
7913   "Message test dinner at MNs suggestion. Cool u...    5.0
7914   "Food is pretty good, drinks are excellent but...    4.0
7915   "Das Essen ist sehr lecker und reichhaltig, ty...    5.0
7916   "Love the atmospher, great food....Ribeye was ...    5.0
7917   "I stopped here for lunch based on the positiv...    5.0
7918   "Great meals every time we eat here. It's reli...    5.0
7919   "Went there last night and sat at the bar. The...    2.0
7920   "The place that I was taking some training fro...    3.0
7921   "We had a impromptu family dinner with our alm...    5.0
7922   "I heart the 'Protein Pancake!' . . Typical br...    4.0
7923   "First time visiting this place & I had my hea...    2.0
7924   "You know those success stories that start wit...    4.0
7925   "My husband and I stopped there today. We rang...    1.0
7926   "Not bad.. . The pho broth was a little on the...    3.0
7927   "Can't believe it. What a waste of my money. W...    1.0
7928   "I  usually eat in the bar  as it is much fast...    4.0
7929   "A must visit when in Toronto.. . 4 course din...    5.0
7930   "This past July I finally hit up the Tamale St...    3.0
7931   "I have been a loyal customer since the day Sm...    5.0
7932   "I wish the scale went to seven. This is my fa...    5.0
7933   "I loved having brunch here. I made reservatio...    5.0
7934   "Came here for a family gathering and had a go...    4.0
7935   "Excellent greasy spoon, I can see why this pl...    5.0
7936   "Haven't encountered any problems with the foo...    5.0
7937   "Every time I eat here it blows my mind how go...    5.0
7938   "I first went there for a dinner party about a...    2.0
7939   "I always make it a point to stop in here when...    4.0
7940   "Ordered 2 Pizzas and after 1 hour and 20 min ...    1.0
7941   "Great place, easy access for folks on the Tem...    5.0
7942   "This is the local restaurant in Station Squar...    3.0
7943   "I had the opportunity to try Zine one day wit...    4.0
7944   "The place is okay - I think they need to add ...    3.0
7945   "Good food, wonderful price. For example, the ...    4.0
7946   "Contrary to its name, this place serves more ...    4.0
7947   "Been here a few years back.  Still as good as...    3.0
7948   "Wow, this place is jumping mid day afternoon....    4.0
7949   "Love this place. Great atmosphere and attenti...    5.0
7950   "Visited Brand twice this last trip. . . The f...    4.0
7951   "Service was terrible. We clearly did not like...    1.0
7952   "I decided to give this place a try, but unfor...    1.0
7953   "We came, we ate, and then we had our party ca...    5.0
7954   "Delicious! We got the Eggs Benedict, truffle ...    4.0
7955   "I've been to Richard Chen a few times now, fi...    5.0
7956   "5 stars for atmosphere innovation and excelle...    5.0
7957   "Alert... There is portion control now at TGI ...    1.0
7958   "We are such fans. It's the perfect light dinn...    5.0
7959   "Unique. Great ingredients. Delicious. . I've ...    4.0
7960   "Solid food, small place but we'll worth the t...    5.0
7961   "A while back I came across a blog post rankin...    4.0
7962   "Heard about this place through friends and fa...    4.0
7963   "The pizza here is absolutely delicious!  I de...    5.0
7964   "Awesome stacks!!!. . there was a waiting list...    5.0
7965   "Very good consistent pizza. Friendly staff. W...    5.0
7966   "Being a mumbaikar for me it was Great place a...    5.0
7967   "FUCK this place ..everyone putting good revie...    5.0
7968   "Excellent fish & chips, and Japanese chicken....    5.0
7969   "Absolutely loved it. I purchased the Mame cha...    5.0
7970   "I am a complete sucker for karaoke.  No matte...    1.0
7971   "Perfect place to have a coffee, dessert, croi...    5.0
7972   "Saw this place on 16th street, have been want...    2.0
7973   "I was really surprised to see that this place...    1.0
7974   "My first time trying Burrito Boyz, and I was ...    3.0
7975   "Nous étions un groupe de 12 et avions une rés...    4.0
7976   "This nondescript steakhouse should be called ...    2.0
7977   "Great pizza. We went there last week and it w...    4.0
7978   "Really loved this place. The prices were a bi...    4.0
7979   "Cold eggs Benedict. I knew it was over priced...    3.0
7980   "I ate here before and had a rather good exper...    1.0
7981   "Amazing Food, Amazing Atmosphere, Amazing Ser...    5.0
7982   "Not worth the money! Don't even think about c...    2.0
7983   "Good location! Right outside the Fashion Mall...    4.0
7984   "i love this buffet.  ive never paid to go to ...    3.0
