                                                  review  stars
6154   "Mood: Quiet, dark, cozy. But you are kinda lo...    4.0
6155   "Absolutely amazing!! Best philly in town! Eve...    5.0
6156   "Okay, Yes, I'm another teenager who hangs out...    1.0
6157   "Excellent !  Le décor, la bouffe, le personne...    5.0
6158   "(written by my son). . Hello. I am 7 years ol...    4.0
6159   "Truly one if the best restaurants in Canada! ...    5.0
6160   "This place is located in Chinatown @ Warm Spr...    4.0
6161   "This is my favorite Spot when craving a torta...    4.0
6162   "The seared chashu is amazing. The noodles are...    5.0
6163   "I hate to leave a bad review but this one I h...    4.0
6164   "I was standing outside reading the menu, feel...    5.0
6165   "Don't get me wrong I like Panda Express in an...    1.0
6166   "Excellent food and service. Had the Hexx Eggs...    5.0
6167   "This coffee shop was pretty cool. I ordered a...    4.0
6168   "To start this is a make your own bowl style M...    1.0
6169   "Tried for the first time today. Phenomenal fo...    5.0
6170   "$17 for two sandwiches that were on par with ...    4.0
6171   "Getting a table at sushiya has, for some time...    3.0
6172   "Always quick and excellent customer service a...    5.0
6173   "The salt and pepper shrimp was tasty, but I p...    4.0
6174   "Tried the almond croissant and chocolate chip...    4.0
6175   "This is an awesome place for food and drinks....    5.0
6176   "This is my all time favourite dim sum place. ...    5.0
6177   "The Brew Selection and Burgers are Bangin'. Y...    4.0
6178   "I love this place.  I come here for meetings ...    5.0
6179   "Hands down my favorite Indian food in Madison...    5.0
6180   "Co-worker brought me here for dinner on my la...    4.0
6181   "Busy place "Sunday" after church. We ordered ...    1.0
6182   "Just came here the other day and it was decen...    4.0
6183   "One word......WOW!!!!. . My family and I dine...    1.0
6184   "Mmm..waffles!!. . Though it may not look like...    4.0
6185   "Easily the shittiest service I've ever had. C...    1.0
6186   "War kurz nach der Neueröfnnung dort zu Gast. ...    5.0
6187   "I have yelped many steak houses all over the ...    3.0
6188   "I was visiting my great aunt for the week in ...    5.0
6189   "Took amazing care of us. Sweetest service, gr...    5.0
6190   "Classic Diner - great diner food, classic fee...    5.0
6191   "Der Feinkost Böhm ist auf alle Fälle einen Be...    4.0
6192   "First time here and had the greatest experien...    5.0
6193   "Welcome C&D sent us some gift cards so we cam...    4.0
6194   "Awesome beer selection. Menu is limited but p...    5.0
6195   "If I were only grading the donuts --- I think...    1.0
6196   "They don't take reservations so it's basicall...    4.0
6197   "Second time i have been to a culinary dropout...    4.0
6198   "True fusion and as with most fusion in southw...    4.0
6199   "Very good Mongolian BBQ especially given the ...    4.0
6200   "Grassroots is simply amazing. They have a gre...    5.0
6201   "I recently came to the mission for a special ...    1.0
6202   "This is a nice place for a quiet dinner or if...    4.0
6203   "Went to Fieramosca for my daughter's birthday...    5.0
6204   "What more can I say, it's Chili's nothing mor...    3.0
6205   "it was ok, great appetizers and food was ok.....    3.0
6206   "I just popped in here because I wanted to try...    5.0
6207   "It's been 2 days and I'm still thinking about...    3.0
6208   "We decided to check this place out before I w...    4.0
6209   "Great service, friendly staff! We went there ...    5.0
6210   "Ah yes, here I am again writing about a chain...    5.0
6211   "Ever leave a buffet still hungry?  I am going...    1.0
6212   "I live in Lower Burrell and Elena's has turne...    5.0
6213   "I was excited to try this place based on the ...    4.0
6214   "I am an Anthem resident and  happy to finally...    4.0
6215   "Welcome to my hood, La Cubana. I'm sorry I ig...    4.0
6216   "Excellent tacos! Ordered a chicken, pork and ...    5.0
6217   "Tiny restaurant. Great space. Effortlessly ca...    4.0
6218   "Friendly staff.. All the food is delicuous (m...    4.0
6219   "Anniversary dinner with my wife. Got to Table...    5.0
6220   "Very good!  I had the tofu curry.  Most place...    4.0
6221   "The mix of great food vs rarely a hit and oft...    4.0
6222   "Was there opening Saturday and the following ...    1.0
6223   "This is probably one of my favorite places in...    5.0
6224   "Used to be Casa de Lara years ago to which I ...    4.0
6225   "I booked a reservation for Table 45 for my gi...    4.0
6226   "From 7/5/16. I stopped into Gyro Time to pick...    4.0
6227   "Drove down to check out the tacos here after ...    4.0
6228   "Pretty much a godsend if you have celiac. You...    4.0
6229   "We always go to this place and love the place...    1.0
6230   "My family and I get food from this restaurant...    4.0
6231   "I have been coming here for over a year.  It'...    4.0
6232   "Went last night for ribs. 1lb of baby back ri...    3.0
6233   "My boyfriend and I eat here every 1-2 weeks. ...    5.0
6234   "Apart from the crab day, their menu list is g...    4.0
6235   "Came here for dinner with my family and had a...    1.0
6236   "Its a great place to meet for a quick 'nosh'....    4.0
6237   "Amazing food, I mean everything! The chicken ...    5.0
6238   "This excellent restaurant in the Plateau fill...    4.0
6239   "Great lobster nachos, Kobe beef egg rolls, an...    4.0
6240   "Xcellent sushi. Fresh and well prepared. Beau...    5.0
6241   "Great drink selection!! Nice company and feel...    5.0
6242   "Went here for the first time last week and re...    4.0
6243   "Update: Changing my review from 4 star to 3 s...    4.0
6244   "Their pizza is great, but the customer servic...    5.0
6245   "Decided to give this place a second chance an...    1.0
6246   "I've been coming here for YEARS (well, not th...    5.0
6247   "Amazing buffer.  The best in Las Vegas.  Don'...    5.0
6248   "Sehr nette Begrüßung auf Italienisch - man fü...    4.0
6249   "Not sure if this is a fair review as all I ha...    5.0
6250   "We were SO NOT impressed with this restaurant...    1.0
6251   "Maybe I was just expecting to be blown away b...    4.0
6252   "This is the best Chinese we've found in our a...    5.0
6253   "I mean the folks there are pretty cool as wel...    4.0
6254   "I go to Club 5 once a week for Zumba and then...    4.0
6255   "Add me to the list of people who LOVE this pl...    5.0
6256   "Eating on the back patio is a must!   There i...    4.0
6257   "I was in Scotland on vacation, doing some las...    5.0
6258   "VERY SLOW service through the drive-thru at t...    1.0
6259   "I will be back here! Service 5 star and they ...    5.0
6260   "'This place is outstanding' says I whilst I g...    5.0
6261   "Come here for brunch! Food is excellent and $...    4.0
6262   "Whatever dude.... . If you're playing at the ...    1.0
6263   "I like the food at Cornish Pasty...have been ...    4.0
6264   "I used to love coming to this location for my...    5.0
6265   "ive never had moroccan food before, i met a g...    5.0
6266   "Located at downtown Las Vegas. This place was...    5.0
6267   "I was really looking forward to this place! I...    5.0
6268   "As a kid growing up in one of the best breakf...    3.0
6269   "Double Wide Grill is an old gas station conve...    4.0
6270   "I was so ready to be swept off my feet by thi...    4.0
6271   "There's no doubt Indian cuisine does not read...    3.0
6272   "Stopped here after camping in the Dells. Such...    5.0
6273   "We took advantage of the $29.99 pp for 3 meal...    3.0
6274   "My boyfriend and I decided to stop in on a Th...    4.0
6275   "Here on 11/2/12. . Meh! Mashed potatoes seem ...    2.0
6276   "I love Tapas but this place wasn't very good ...    1.0
6277   "The restaurant looks like it is in the middle...    4.0
6278   "We were surprised by the experience over all ...    1.0
6279   "The gold standard to which other Yours Truly ...    3.0
6280   "Line wasn't too long on a Saturday morning an...    4.0
6281   "Ordered a catfish po boy and it was very good...    4.0
6282   "Walked in and was greeted and seated nicely. ...    1.0
6283   "This was my husband and my second time to go ...    1.0
6284   "I miss the Johnny's of old great food reasona...    5.0
6285   "In town on business and gave Restaurant X a t...    3.0
6286   "This place is Texas. . . Only want to comment...    5.0
6287   "Today I walked into Rito's with high hopes be...    3.0
6288   "Best donuts you will ever have!  We stumbled ...    5.0
6289   "Nice place. Clean. Draft beer was a little on...    4.0
6290   "Came in for some appetizers, stayed for about...    5.0
6291   "Stopped by with friends based on the near per...    3.0
6292   "Popped in here looking for a place to eat aft...    4.0
6293   "This is a cute little swedish bar is tucked j...    4.0
6294   "Pho was too greasy and spring rolls tasted ol...    4.0
6295   "I wish there where six stars. Because when a ...    4.0
6296   "The food was awesome and I just loved the Lob...    5.0
6297   "This place is so good! I've been wanting to c...    5.0
6298   "awesome food. i love the taste. really taste ...    5.0
6299   "Really lovely place. Service is mediocre (for...    4.0
6300   "Out of sight!  Amazing food.  Great service a...    5.0
6301   "The service was great, but the food looked mu...    4.0
6302   "Came here for the first time today to try the...    5.0
6303   "I have eaten at Soho for lunch and have had h...    4.0
6304   "Ich war hellauf begeistert als ich an das Büf...    4.0
6305   "The food was pretty good and the pricing was ...    4.0
6306   "Add another "meh" to the list. We went on a S...    2.0
6307   "Very delicious restaurant with great service....    5.0
6308   "Just went for a ceaser but it was pretty good...    4.0
6309   "Very lively bar area for young professionals....    5.0
6310   "So the owner asked me to give them another tr...    5.0
6311   "Pattys Tacos are a staple in my life. The ser...    5.0
6312   "Ouch, we visited in February and I realized  ...    3.0
6313   "The hot and sour soup is really good! Great d...    4.0
6314   "Good food & great service.. Went to Oyster Ba...    4.0
6315   "I have only been here once but I can't wait t...    5.0
6316   "Very disappointed in this place. I spent $50 ...    1.0
6317   "Cannot complain about the amazing crepes or s...    1.0
6318   "As a vegetarian who tries to stay away from t...    5.0
6319   "Easiest the best brisket and beef ribs I ever...    5.0
6320   "Lately I've been back and forth about the Gre...    4.0
6321   "1st time trying the combo meal the food could...    4.0
6322   "The place is great! Your own pizza with whate...    5.0
6323   "The pretzels were amazing!!. . Some of the se...    5.0
6324   "Yum yum...I love the cabbage. Green beans. Ch...    5.0
6325   "A friend of mine mentioned that he came here ...    4.0
6326   "When I first got to this buffet I thought I d...    1.0
6327   "Based upon the reviews, we had high expectati...    4.0
6328   "This spot has great chicago food, no more, no...    5.0
6329   "Usually come here for Dim Sum and love what i...    4.0
6330   "How cool is this place!?!. The food was prett...    5.0
6331   "Finally!!! An outlet mall on the other side o...    4.0
6332   "The Farmhouse is a wonderful gem of a place. ...    5.0
6333   "Learn about this burger place from a show on ...    3.0
6334   "Service was horrible. Very slow. Food was med...    1.0
6335   "I went here with a friend as I was inkling fo...    4.0
6336   "It never occurred to me that I was living so ...    5.0
6337   "By far the best sushi in town!!!  Beats every...    5.0
6338   "Thank you lttle frog! Finally a good eats pla...    5.0
6339   "Definitely not ordinary Bar Food. Finally a B...    5.0
6340   "A few workers wanted to get sandwiches from t...    4.0
6341   "This past Sunday, Anthony and I went to Dans ...    4.0
6342   "Finally a decent BBQ spot for the far westsid...    4.0
6343   "Okay so I'm a regular at the Rx Boiler Room a...    4.0
6344   "Awesome coffee and small plate food offerings...    5.0
6345   "By far the best pizza in town. Fresh dough ma...    5.0
6346   "I absolutely love this place! The scenery is ...    5.0
6347   "Favorite korean restaurant. Meat quality is v...    5.0
6348   "Great food and nice mgt but filthy - tables w...    5.0
6349   "Counter seating is the best...perfect for the...    5.0
6350   "Firefly is an awesome restaurant. The tapas a...    4.0
6351   "Where do I start! I love this place, my famil...    5.0
6352   "Love the premium sashimi platter which is $45...    5.0
6353   "Great little place! Stopped by here on our wa...    5.0
6354   "So glad we tried this place... They did a won...    5.0
6355   "I took my boyfriend there for his birthday an...    5.0
6356   "Food is ok but definitely don't go in within ...    3.0
6357   "Got here early to hold a table for 8 people. ...    1.0
6358   "Lots of fun!! Excellent seafood, reminded me ...    5.0
6359   "Not very impressed with this spot.  The food ...    2.0
6360   "I love this place real good food and the staf...    5.0
6361   "I don't even remember the last time I ate fro...    2.0
6362   "We were also one of the customers who used th...    1.0
6363   "This pub is my favorite place for beer and fo...    5.0
6364   "It's a sandwich shop, obviously nothing crazy...    3.0
6365   "What a dump!! I only went there because we we...    1.0
6366   "Nice atmosphere but the steak was terrible. I...    2.0
6367   "First, the pros... Amazing drinks in a beauti...    1.0
6368   "Food is dank, always on point!  Love the fish...    5.0
6369   "Worst dining experience ever! Deserve 0 star ...    1.0
6370   "This review is for the breakfast.  We went th...    4.0
6371   "The service and food was great up to a point....    5.0
6372   "I want to like this place. I really like the ...    4.0
6373   "Caramba's is a great spot to get some tasty M...    5.0
6374   "three words..... .  hot buttered  rum. . oh  ...    5.0
6375   "Mile Enders know this place as Cafe Social, s...    5.0
6376   "This place is good for me to get in and get o...    5.0
6377   "So my husband and I had an hour to kill so we...    4.0
6378   "Wife and I stopped in last week for a quick b...    5.0
6379   "Hands down one of my favorite go to take out ...    5.0
6380   "Great sandwiches, great price. The apple and ...    5.0
6381   "This place is horrible, I made reservations f...    1.0
6382   "Tried this spot out and was disappointed. Ser...    4.0
6383   "ignore all the other sub-5 star reviews. this...    5.0
6384   "Prices are reasonable, huge portions but the ...    5.0
6385   "Nice place to spend a Friday night but nothin...    3.0
6386   "I was really impressed with 131 Main. The ser...    5.0
6387   "I got really excited about Mod Meals when the...    4.0
6388   "Bequeme Einrichtung. Kuchen sind lecker und d...    5.0
6389   "My husband and I went for our anniversary las...    5.0
6390   "Try their Mandarin orange iced tea!. This is ...    5.0
6391   "Great service! Unbelievable food!!!  I had th...    5.0
6392   "One of the best pasta places I've ever eaten ...    5.0
6393   "Was there last Wed 3ish liked the valet parki...    1.0
6394   "Food was delicious and wait staff were polite...    5.0
6395   "Great remodel on the old Ceasars buffet! I wa...    5.0
6396   "The ambiance at Gallagher's is simply fantast...    5.0
6397   "I really like The Griddle. The food is consis...    4.0
6398   "Best bbq I've ever had. Waited till I went tw...    5.0
6399   "Einstein's is very dependable in that their f...    5.0
6400   "Love the beef fajitas ! Great service and gre...    5.0
6401   "I have eaten at the Pufferbelly many times. T...    4.0
6402   "This place has a patio that they open even wh...    1.0
6403   "It's great! Inexpensive Tex-mex food, cheap b...    4.0
6404   "I have been to the Applebee's on Gilbert and ...    1.0
6405   "Reminded me of an overpriced cheap frozen piz...    4.0
6406   "Delicious food! We loved, Paul, our waiter. V...    5.0
6407   "To be fair we ate there the first day they op...    1.0
6408   "Probably one of my favorite spots in all of P...    5.0
6409   "My review is from a dinner we had about April...    5.0
6410   "With a nice hip hop vibe and a modern look, t...    5.0
6411   "I"m late in posing my review. We went there t...    5.0
6412   "Wow, delicious. Our group decided to split ev...    5.0
6413   "We were a group of 10 with our boss and his b...    4.0
6414   "Great food and a very wide selection of items...    5.0
6415   "great. phenomenal food. in the mood for sushi...    5.0
6416   "You must book reservation in advance if want ...    4.0
6417   "Had a great lunch At Chelsea's kitchen.. Litt...    5.0
6418   "Absolutely horrible. Smoothies all taste like...    1.0
6419   "Had the bun bo bue at medium spicy, mango sha...    4.0
6420   "Love Maggiano's hated everything about the se...    1.0
6421   "Gotta give dangerous ds that they know a good...    5.0
6422   "This is a cozy place that feels very local, b...    4.0
6423   "Firstly, I like the kimchi, bean curd, and po...    3.0
6424   "Service was good and the food was just fine. ...    4.0
6425   "Really good pizza and zucchini.  We enjoyed v...    4.0
6426   "Dropped by this place for dinner during their...    4.0
6427   "The worst McDonalds I have ever been to.  The...    1.0
6428   "Healthy and tasty food! Service is very slow ...    1.0
6429   "Not impressed. Really just a concept restaura...    3.0
6430   "The food is ok and my family loved this place...    5.0
6431   "Was very disappointed in this new restaurant....    1.0
6432   "Came here for happy hour because we were stat...    1.0
6433   "got the 16oz prime rib and it was EXTREMELY f...    4.0
6434   "I ate here two nights in a row.  Why would yo...    4.0
6435   "My husband and I had the pleasure of staying ...    5.0
6436   "Made a reservation on a friday night at 8pm f...    4.0
6437   "I've never noticed this place before, until a...    4.0
6438   "Got a grapefruit eucalyptus popsicle and was ...    3.0
6439   "Changed ownership and kitchen staff. NOT Shan...    4.0
6440   "The price is fine. Food is average. I arrived...    5.0
6441   "The food I just had was great the BBQ chicken...    5.0
6442   "Massive portions for an affordable price. I h...    5.0
6443   "Prices just went up and quantity down. For $2...    4.0
6444   "Came here for lunch on a busy saturday. Great...    5.0
6445   "Allen's is a fantastic pub! It also has a gre...    5.0
6446   "This is a great little spot for a quick light...    5.0
6447   "My favor restaurant! My husband and I, are go...    5.0
6448   "I would not have known about this place but f...    4.0
6449   "Awesome food very fresh and timely served. Ch...    5.0
6450   "First time here just b/c there are other pho ...    5.0
6451   "I love Sushi on Rainbow!!They have best all y...    5.0
6452   "I waited in line for 3 hrs and all I thought ...    4.0
6453   "8/4/13 My wife and I stopped in and sat on th...    5.0
6454   "I always find myself at Jack Astor's on vario...    5.0
6455   "Man, Village Inn... is the best.  Came here t...    5.0
6456   "There are 2 reasons I love this place:. . 1. ...    4.0
6457   "My husband and I decided to use a coupon from...    5.0
6458   "I'm quite confused at the high reviews for th...    4.0
6459   "I may have to try this place again another ti...    3.0
6460   "I'm pretty sure I love this place, except for...    4.0
6461   "So happy to have Chef Marc in the neighborhoo...    4.0
6462   "I have been here at least five times. I LOVE ...    5.0
6463   "Very delicious pizza, nice atmosphere. Defini...    5.0
6464   "Today was the second time for me and the Hubb...    5.0
6465   "It's not the typical Filipino food your used ...    5.0
6466   "Fast, inexpensive and BIG quantities!!. Most ...    4.0
6467   "Cool new place on the outside of galleria mal...    4.0
6468   "Best restaurant I've been to! Food was amazin...    5.0
6469   "Credit is due where credit is due, even if de...    1.0
6470   "Let me say first off....the owners are very n...    4.0
6471   "If you are going to check out one buffet in V...    5.0
6472   "This is a place that I've been wanting to che...    4.0
6473   "3.5 stars. . My favorite hole-in-the-wall com...    3.0
6474   "I was here for the first time during my trip ...    4.0
6475   "My family came here for a special the restaur...    5.0
6476   "Definitely my favorite sushi joint. Awesome f...    5.0
6477   "Above average bar food. Cute little place in ...    4.0
6478   "The protein pancake was good as were the scra...    4.0
6479   "Stopped by this place on vacation in Scottsda...    4.0
6480   "I liked the ambiance upstairs! The booths wou...    5.0
6481   "I went to this place because they are the onl...    5.0
6482   "JILL!!!!!! Jill was our server tonight at Cor...    5.0
6483   "Food is amazing here love this place they wer...    5.0
6484   "Great service and great food! Extremely famil...    4.0
6485   "Came here around 9:30am to pick up donuts for...    5.0
6486   "Great beer selection good food fried okra is ...    4.0
6487   "Had the best lunch today with my hubby. Share...    5.0
6488   "The food is very tasty and fresh. You choose ...    5.0
6489   "Must have the infamous Bellini! Frozen daiqui...    5.0
6490   "I went to Piada, hoping to try some Italian s...    3.0
6491   "J's offers delicious crazy "never thought I'd...    5.0
6492   "Food and service were great. I got the Attack...    5.0
6493   "This place SUCKED. I ordered the buffalo ranc...    1.0
6494   "I absolutely love this chain! I have been to ...    5.0
6495   "After picking my mom up from a l o n g cross ...    5.0
6496   "Cool atmosphere, awesome roof-top deck, great...    5.0
6497   "AAAAAHHH, I was in town, dragged another out ...    3.0
6498   "Great beer tap selection. Great food. Love th...    5.0
6499   "My girlfriend and I were out strolling around...    5.0
6500   "Service was great! Food was okay. Considering...    4.0
6501   "Fail-proof nachos, good poutine and good burr...    4.0
6502   "My girl is a coupon/Vegas points wizard and g...    5.0
6503   "The owner, Old lady is a real grouch  does NO...    1.0
6504   "Maggiano's has been a favorite of ours for so...    4.0
6505   "Sunday is dinner prices when they open at 10 ...    4.0
6506   "Great food, and great selection of beer and c...    5.0
6507   "First time I had the pleasure of eating here ...    5.0
6508   "One of my  favorite places to eat Mexican see...    5.0
6509   "3.5 stars. . . Mr. Chopstix is fairly close b...    4.0
6510   "I decided to check out Vintage 95 after readi...    5.0
6511   "Ich war mit meiner Frau nach dem Musical Besu...    5.0
6512   "I recently wrote a review about Pita Jungle's...    5.0
6513   "Honestly this is one of the worst food dining...    1.0
6514   "A favorite of the capitol square crowd.  It's...    5.0
6515   "Food was great...but they use msg...so tell t...    5.0
6516   "Exceptional food, service, price,ambiance!  M...    5.0
6517   "I've been here for my birthday ones, the food...    4.0
6518   "as a base comparison to several others - this...    5.0
6519   "I could spend this review harping on all the ...    5.0
6520   "Just spent the last weekend in Las Vegas with...    5.0
6521   "Love love their food!!!!!! Enchiladas are del...    4.0
6522   "Interested in good food?  Check.. Interested ...    4.0
6523   "Went for a drink with a friend on Tuesday nig...    4.0
6524   "Went for lunch today. Was very excited to fin...    4.0
6525   "the food is really yummy. I had the gyro and ...    5.0
6526   "This is a private party. The food is pretty g...    4.0
6527   "This is an awesome buffet with delicious opti...    5.0
6528   "The food is just okay here I don't feel like ...    3.0
6529   "Food is excellent! I had a Salmon Tartare, we...    5.0
6530   "I really like this pizza. There are days when...    5.0
6531   "Sadly, the food, presentation and service has...    1.0
6532   "Four stars because it is what you would expec...    4.0
6533   "The look of this olive garden is some much wa...    5.0
6534   "Worst service, food and beverage experience I...    1.0
6535   "Yellow Curry and Pineapple Fried Rice..delici...    5.0
6536   "Great place, the best smoked meat sandwich in...    5.0
6537   "I arrived on time for my reservation and foun...    1.0
6538   "The bar was the best service! Sabrina and Cou...    5.0
6539   "Great Food! Excellent Service. Heather is ama...    5.0
6540   "This place was just so cute. It was really ol...    4.0
6541   "I judge all other Pad Thai by Chan Pen's. I h...    5.0
6542   "We had our wedding reception here.  Let me te...    5.0
6543   "I've been here two times and I've always foun...    4.0
6544   "Any review of this bar before 2013 (even thou...    5.0
6545   "I chose The Corner Place, sight unseen, for a...    4.0
6546   "I've been here twice and let me say this plac...    5.0
6547   "I'm visiting from Dallas and expected only a ...    5.0
6548   "My experience was good.. I've been here twice...    4.0
6549   "Truly the best pizza in town.  I think it is ...    5.0
6550   "This is my favorite Mexican restaurant that r...    5.0
6551   "Went through the drive thru @ 9:00 pm and ord...    4.0
6552   "My family enjoyed our breakfast here. Of cour...    4.0
6553   "Went there for NYE.  Service was very good an...    5.0
6554   "My first time at Hodges.  I stopped for Happy...    4.0
6555   "It's a deli people and I'm rating it as a del...    4.0
6556   "Always good! Seriously, tastes like chipotle ...    5.0
6557   "Love the food but I've been here twice and bo...    5.0
6558   "Always love my choices here. The young propri...    5.0
6559   "I use to work by The Harp, so I've been there...    5.0
6560   "First visit here and will most likely be our ...    4.0
6561   "This Sonic is the worst.  Boneless wings were...    1.0
6562   "We found Jamms on a fluke and absolutely love...    5.0
6563   "We dined here on a Wednesday evening around 7...    4.0
6564   "The Vig is definitely not a bad place and the...    5.0
6565   "Heavy, flavorful Greek food. Portions are mor...    4.0
6566   "Groupon led me in and I was real anxious to t...    5.0
6567   "Not terrible, not great. Ordered the blue che...    4.0
6568   "Summer doldrums perhaps?  I have been to St. ...    4.0
6569   "Not impressed.  Portions small, service uneve...    4.0
6570   "Worst Chic fil a in the country ...and there ...    1.0
6571   "A great ambiance to meet with old friends. Th...    5.0
6572   "Mediocre- pretty sure it's a drug front becau...    3.0
6573   "Love this spot for delivery! They'll make any...    5.0
6574   "Good breakfast. The service was good,  the li...    5.0
6575   "Packed doesn't describe how busy this place w...    5.0
6576   "I dined here on a Monday by myself at 6pm - i...    4.0
6577   "Came here tonight with a friend. Our server w...    5.0
6578   "I would definitely recommend. The restaurant ...    5.0
6579   "There are a million of these stupid burrito p...    4.0
6580   "Amazing sea food. Fish and chips were not as ...    5.0
6581   "My favourite Toronto restaurant so far!. . I ...    4.0
6582   "Ordered the Taco, loved the homemade taco she...    5.0
6583   "This is our first time here.  Great food, exc...    5.0
6584   "Parsnip, asparagus, kale, melon salad w salmo...    5.0
6585   "Love this place.  Neighborhood feel with wond...    5.0
6586   "Amazing mexican joint with homemade goodies. ...    5.0
6587   "Ordered steak sandwich and it was ok. Service...    3.0
6588   "Kabob Grill is a very laid back, excellent, p...    5.0
6589   "This is my absolute favorite breakfast place....    5.0
6590   "Went here with my boyfriend for our anniversa...    5.0
6591   "I'm so in love with this menu! . MUST MUST TR...    5.0
6592   "Had received a gift card & wanted to check No...    5.0
6593   "I went to brunch this morning at Peculiar Rab...    5.0
6594   "The gingerbread man we walked out with was fo...    4.0
6595   "Casa Imperial took my Virginity. First time i...    4.0
6596   "Absolutely surprised at how good this was. I ...    5.0
6597   "I love olive garden. Always have. Best salad ...    2.0
6598   "Basic Mexican fare.  Service is good.  Food i...    5.0
6599   "If you're using Yelp to find a restaurant you...    5.0
6600   "Enjoying some BBQ chicken, pulled pork, baked...    4.0
6601   "Went for Sunday brunch. Nacoise salad for me,...    4.0
6602   "I grew up going to Caramba for a quick lunch ...    5.0
6603   "Been here a few times.  Stunning atmosphere!!...    4.0
6604   "My buddy Will introduced me to this little pl...    4.0
6605   "We arrived at a good time for Saturday night....    4.0
6606   "Sweet potato tots - these were awesome. Tater...    4.0
6607   "It's been a little while since I ate here, bu...    4.0
6608   "Four stars for their extensive lunch deal men...    4.0
6609   "The food here is mixed quality and a bit inco...    3.0
6610   "Wow what a find this place was.  Wanted to wr...    5.0
6611   "This place is everything! I've been here twic...    5.0
6612   "I ordered take out through my phone and I got...    5.0
6613   "This place is in the same complex as my nail ...    5.0
6614   "Had some delicious south indian food for dinn...    4.0
6615   "As the name suggests, this is quite a traditi...    4.0
6616   "I went to Desert Jade for dinner after a day ...    5.0
6617   "Had Cinco de Mayo dinner here. Quickly found ...    5.0
6618   "Charming place to have happy hour. We went on...    4.0
6619   "Cool atmophere and a big bar area.  Food was ...    4.0
6620   "Perhaps because we don't have this anywhere n...    4.0
6621   "Thankful to have sushi burritos in the southw...    5.0
6622   "Carne asada burrito is as good as any, drinks...    4.0
6623   "This location has ample seating, which is goo...    4.0
6624   "I have been a few times to get lunch/dinner w...    5.0
6625   "Huge home run by Steve McFate and his amazing...    5.0
6626   "After years of being vacant, it's nice to see...    4.0
6627   "Totally average experience, the only saving g...    3.0
6628   "This place runs out of ingredients - a lot.  ...    4.0
6629   "My girlfriend and I went to the official gran...    4.0
6630   "Three out of five is really 60% if we look at...    4.0
6631   "Good food with fast, friendly service.  I lik...    4.0
6632   "My kids love there sweet and sour chicken kid...    5.0
6633   "What happened to this place? . . Service was ...    1.0
6634   "Went to Merchant twice this week.  I like the...    4.0
6635   "The dumpling feels like store bought instead ...    1.0
6636   "Service was fast, great atmosphere, cheap pri...    4.0
6637   "Burgers are exactly what you want in a burger...    5.0
6638   "My mind is toggling with how much I like this...    4.0
6639   "UPDATE: Food poisoning. Never returning.. . T...    4.0
6640   "This place is great. I work at Dilworth Coffe...    5.0
6641   "So it was late and we were lazy to go out, so...    1.0
6642   "Best fish and chips place in the neighborhood...    5.0
6643   "The meat was pretty good and filing. If you n...    4.0
6644   "Delicious, just delicious. Had the honey toas...    5.0
6645   "Best Hakka Chinese !. . I have been to many H...    5.0
6646   "Worst place to go never get your order right....    1.0
6647   "Living a few blocks away, this was our favori...    1.0
6648   "I think this place is family owned so they ha...    4.0
6649   "The bruschetta was incredible, christian our ...    5.0
6650   "Love this place!!. . Even in the middle of th...    5.0
6651   "I stopped in to pick up some dinner to-go. Af...    1.0
6652   "Service was excellent. Food was disappointing...    3.0
6653   "I haven't been to many stone crab places, but...    5.0
6654   "Tasty well-priced food! Great service too! Re...    5.0
6655   "I'm not a huge sushi fan but I do enjoy sushi...    5.0
6656   "My date brought me here, at first we got lost...    5.0
6657   "I had the nutella raspberry crepe and it was ...    5.0
6658   "Friendly service, clean dining area & bathroo...    3.0
6659   "Back in the day when I used to breakdance 24/...    3.0
6660   "Food was okay, but the grilled beef and mushr...    1.0
6661   "Love this place! Incredible service, great fo...    5.0
6662   "One of the worst restaurants.  It claims it i...    1.0
6663   "Hard Rock Cafe is a cool place to go if you'r...    3.0
6664   "Well, I disagree with the previous reviewer. ...    4.0
6665   "Went for a late b day  dinner. Being my first...    5.0
6666   "I went here for a meeting a while back and ha...    5.0
6667   "The place is really nice.  Let's start with t...    4.0
6668   "A perfect destination the morning after enjoy...    5.0
6669   "I went here for lunch a few weeks ago and ord...    4.0
6670   "Gordon Ramsey would take one look at this men...    4.0
6671   "I rolled into town after two days of internat...    5.0
6672   "Very rude waitress - she refused to serve dri...    1.0
6673   "If I can give Grinder's a 10 star rating I wo...    5.0
6674   "My friend and I went here in the late afterno...    5.0
6675   "Quick in, quick out, and very friendly. Been ...    4.0
6676        "Eat there 2-3 x wk. great good and service"    5.0
6677   "You guys. . . Helles has sushi now. . . Let t...    5.0
6678   "Absolutely Amazing!!!!!!! Most go! Fresh Farm...    5.0
6679   "A girlfriend of mine raves about this place, ...    4.0
6680   "Went for a 2 day work event with my family of...    4.0
6681   "Great food and always consistent, prime is al...    5.0
6682   "One of my favorite Thai restaurants in Tempe....    5.0
6683   "Excellent subs, my new go to place since it's...    5.0
6684   "Stopped in for cocktails before dinner and wa...    4.0
6685   "Love, love the family friendly aspect of this...    5.0
6686   "Nice, much needed addition to the university ...    4.0
6687   "Great beer. Great atmosphere. The food is ama...    5.0
